Symbol,Name,Country,Sector,Industry
AMAOW,American Acquisition Opportunity Inc. Warrant,United States,Industrials,Consumer Electronics/Appliances
AMAT,Applied Materials Inc. Common Stock,United States,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,China,Consumer Discretionary,Service to the Health Industry
AMCI,AMCI Acquisition Corp. II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AMCIU,AMCI Acquisition Corp. II Units,United States,Industrials,Consumer Electronics/Appliances
AMCIW,AMCI Acquisition Corp. II Warrant,United States,Industrials,Consumer Electronics/Appliances
AMCX,AMC Networks Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
AMD,Advanced Micro Devices Inc. Common Stock,United States,Technology,Semiconductors
AME,AMETEK Inc.,United States,Consumer Discretionary,Metal Fabrications
AMED,Amedisys Inc Common Stock,United States,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,United States,Health Care,Managed Health Care
AMG,Affiliated Managers Group Inc. Common Stock,United States,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMK,AssetMark Financial Holdings Inc. Common Stock,United States,Finance,Finance/Investors Services
AMKR,Amkor Technology Inc. Common Stock,United States,Technology,Semiconductors
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,United States,Health Care,Assisted Living Services
AMNB,American National Bankshares Inc. Common Stock,United States,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,United States,Industrials,Electrical Products
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Mexico,Telecommunications,Telecommunications Equipment
AMP,Ameriprise Financial Inc. Common Stock,United States,Finance,Investment Managers
AMPE,Ampio Pharmaceuticals Inc.,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMPG,Amplitech Group Inc. Common Stock,United States,Technology,Industrial Machinery/Components
AMPGW,Amplitech Group Inc. Warrants,United States,Technology,Industrial Machinery/Components
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,United States,Technology,EDP Services
AMPY,Amplify Energy Corp. Common Stock,United States,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
AMRS,Amyris Inc. Common Stock,United States,Industrials,Industrial Specialties
AMS,American Shared Hospital Services Common Stock,United States,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,United States,Industrials,Office Equipment/Supplies/Services
AMSF,AMERISAFE Inc. Common Stock,United States,Finance,Accident &Health Insurance
AMST,Amesite Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
AMTI,Applied Molecular Transport Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
AMTX,Aemetis Inc. (DE) Common Stock,United States,Energy,Oilfield Services/Equipment
AMWD,American Woodmark Corporation Common Stock,United States,Consumer Discretionary,Building Products
AMWL,American Well Corporation Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Mexico,Telecommunications,Telecommunications Equipment
AMYT,Amryt Pharma plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
AMZN,Amazon.com Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
ANAB,AnaptysBio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,United States,Consumer Staples,Tobacco
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANF,Abercrombie & Fitch Company Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANGH,Anghami Inc. Ordinary Shares,United Arab Emirates,Consumer Discretionary,Movies/Entertainment
ANGHW,Anghami Inc. Warrants,United Arab Emirates,Consumer Discretionary,Movies/Entertainment
ANGI,Angi Inc. Class A Common Stock,United States,Technology,EDP Services
ANGN,Angion Biomedica Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANGO,AngioDynamics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ANIP,ANI Pharmaceuticals Inc.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,China,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,China,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ANZUU,Anzu Special Acquisition Corp I Units,United States,Industrials,Consumer Electronics/Appliances
ANZUW,Anzu Special Acquisition Corp I Warrant,United States,Industrials,Consumer Electronics/Appliances
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AOGOW,Arogo Capital Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
AON,Aon plc Class A Ordinary Shares (Ireland),United States,Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,Technology,Semiconductors
AP,Ampco-Pittsburgh Corporation Common Stock,United States,Industrials,Metal Fabrications
APA,APA Corporation Common Stock,United States,Energy,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,Finance,Investment Managers
APCX,AppTech Payments Corp. Common Stock,United States,Technology,EDP Services
APCXW,AppTech Payments Corp. Warrant,United States,Technology,EDP Services
APD,Air Products and Chemicals Inc. Common Stock,United States,Industrials,Specialty Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,United States,Health Care,Industrial Specialties
APGN,Apexigen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APGNW,Apexigen Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APH,Amphenol Corporation Common Stock,United States,Technology,Electrical Products
API,Agora Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
APLD,Applied Blockchain Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
APLE,Apple Hospitality REIT Inc. Common Shares,United States,Real Estate,Real Estate Investment Trusts
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,Hong Kong,Health Care,Biotechnology: Pharmaceutical Preparations
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
APP,Applovin Corporation Class A Common Stock,United States,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,United States,Technology,EDP Services
APPH,AppHarvest Inc. Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
APPHW,AppHarvest Inc. Warrants,United States,Consumer Staples,Farming/Seeds/Milling
APPN,Appian Corporation Class A Common Stock,United States,Technology,EDP Services
APPS,Digital Turbine Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
APRE,Aprea Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APRN,Blue Apron Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
APTV,Aptiv PLC Ordinary Shares,United Kingdom,Consumer Discretionary,Auto Parts:O.E.M.
APTX,Aptinyx Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Taiwan,Industrials,Telecommunications Equipment
APYX,Apyx Medical Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
AQMS,Aqua Metals Inc. Common Stock,United States,Utilities,Environmental Services
AQST,Aquestive Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AQUA,Evoqua Water Technologies Corp. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
ARAV,Aravive Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ARAY,Accuray Incorporated Common Stock,United States,Health Care,Medical/Dental Instruments
ARBG,Aequi Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ARBGW,Aequi Acquisition Corp. warrants,United States,Industrials,Consumer Electronics/Appliances
ARC,ARC Document Solutions Inc. Common Stock,United States,Consumer Discretionary,Business Services
ARCB,ArcBest Corporation Common Stock,United States,Industrials,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,United States,Finance,Finance/Investors Services
ARCE,Arco Platform Limited Class A Common Shares,Brazil,Consumer Discretionary,Service to the Health Industry
ARCH,Arch Resources Inc. Class A Common Stock,United States,Energy,Coal Mining
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ARCKU,Arbor Rapha Capital Bioholdings Corp. I Units,United States,Industrials,Consumer Electronics/Appliances
ARCKW,Arbor Rapha Capital Bioholdings Corp. I Warrants,United States,Industrials,Consumer Electronics/Appliances
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina,Consumer Discretionary,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,United States,Finance,Investment Managers
ARDS,Aridis Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ARDX,Ardelyx Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ARE,Alexandria Real Estate Equities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
AREB,American Rebel Holdings Inc. Common Stock,United States,Consumer Discretionary,Apparel
AREBW,American Rebel Holdings Inc. Warrants,United States,Consumer Discretionary,Apparel
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Bermuda,Finance,Specialty Insurers
ARGO,Argo Group International Holdings Ltd.,Bermuda,Finance,Specialty Insurers
ARGU,Argus Capital Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ARGUW,Argus Capital Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
ARGX,argenx SE American Depositary Shares,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARHS,Arhaus Inc. Class A Common Stock,United States,Consumer Discretionary,Wholesale Distributors
ARI,Apollo Commercial Real Estate Finance Inc,United States,Real Estate,Real Estate Investment Trusts
ARIZ,Arisz Acquisition Corp. Common Stock,United States,Industrials,Consumer Electronics/Appliances
ARIZW,Arisz Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
ARKO,ARKO Corp. Common Stock,United States,Energy,Oil Refining/Marketing
